순위,코인코드,코인명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,종합점수
1,KRW-JST,저스트,147.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),2,0.26,0.77,0.64,128.9,60
2,KRW-RAY,레이디움,1048.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.31,0.48,1.13,105.7,50
3,KRW-SUN,썬,27.2,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.39,0.6,0.93,102.2,50
4,KRW-JUP,주피터,292.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.28,0.66,0.63,105.7,50
5,KRW-XLM,스텔라루멘,282.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.15,0.41,0.53,108.1,50
6,KRW-WLD,월드코인,558.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.19,0.33,0.36,104.3,50
7,KRW-ORCA,오르카,1734.0,매수,1차 진입 (돌파 초입),1차 진입 (VCP 압축 완료),1,0.39,0.14,0.23,101.2,50
8,KRW-INJ,인젝티브,7815.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.56,0.69,1.24,126.7,40
9,KRW-JTO,지토,893.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),3,0.43,0.25,0.85,131.3,40
10,KRW-NEAR,니어프로토콜,2897.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),2,0.28,0.48,0.61,117.6,40
11,KRW-PENDLE,펜들,2428.0,매수,2차 진입 (지선 눌림목),1차 진입 (VCP 압축 완료),1,0.5,0.5,0.55,116.4,40
12,KRW-MMT,모멘텀,271.0,매수,3차 진입 (추격 매수 주의),1차 진입 (VCP 압축 완료),1,0.37,0.59,0.29,135.6,40
13,KRW-AERO,에어로드롬파이낸스,660.0,약한매수,3차 진입 (상승 추세 진행),대기 및 추세 관망,1,0.47,1.39,0.51,108.2,10
14,KRW-ONDO,온도파이낸스,588.0,약한매수,3차 진입 (추격 매수 주의),대기 및 추세 관망,1,1.32,1.06,1.29,126.6,0
